dystrophy,atrophy
dystrophy,atrophy
dystrophies,atrophies
atrophica,dystrophica
dystrophy,atrophy
dystonic,atonic
dystrophy,atrophy
agenesis,dysgenesis
ageneses,dysgeneses
dystrophy,atrophy
aplasia,dysplasia
dysgenesis,agenesis
dysplasia,aplasia
dysgenesis,agenesis
