"name"
"alkylphenols"
"bisphenols"
"carbamate pesticides"
"dioxinsdioxin-like compounds"
"dithiocarbamate pesticides"
"mono-ortho pcbs"
"non-ortho coplanar pcbs"
"organochlorine pesticides"
"pcdds"
"pcdfs"
"pesticidesherbicides"
"phenoxy herbicides"
"phthalates"
"plasticizersplastics"
"pyrethroid pesticides"
"triazine herbicides"
"heptachlorodibenzodioxin"
"heptachlorodibenzofuran"
"octachlorodibenzo-p-dioxin"
"octachlorodibenzofuran"
"hexachlorodibenzodioxin"
"hexachlorodibenzofuran"
"heptachlorodibenzofuran"
"hexachlorodibenzodioxin"
"hexachlorodibenzofuran"
"pentachlorodibenzodioxin"
"pentachlorodibenzofuran"
"hexachlorodibenzodioxin"
"hexachlorodibenzofuran"
"tetrabromodiphenyl ether"
"pentabromodiphenyl ether"
"hexabromodiphenyl ether"
"tetrabromodiphenyl ether"
"hexachlorobiphenyl"
"heptachlorobiphenyl"
"hexachlorobiphenyl"
"pentachlorobiphenyl"
"hexachlorodibenzofuran"
"pentachlorodibenzofuran"
"tetrachlorodibenzofuran"
"pentachlorobiphenyl"
"hexachlorobiphenyl"
"pentachlorobiphenyl"
"dichlorophenol"
"dichlorophenoxyacetate"
"trichlorophenoxyacetic acid"
"pentachlorobiphenyl"
"tetrachlorobiphenyl"
"tetrachlorobiphenyl"
"hexachlorobiphenyl"
"octylphenol"
"alachlor"
"alpha-hexachlorocyclohexane"
"bisphenol"
"butylbenzyl phthalate"
"cypermethrin"
"hexyl phthalate"
"pentyl phthalate"
"propylphthalate"
"dibromochloropropane"
"dicyclohexyl phthalate"
"diethyl phthalate"
"diethylhexyl adipate"
"esfenvalerate"
"fenvalerate"
"mancozeb"
"metiram"
"metribuzin"
"nitrofen"
"nonylphenol"
"octachlorostyrene"
"oxychlordane"
"trans-nonachlor"
"vinclozolin"
