"id","name","terms"
"d009157","myasthenia gravis","musk mg"
"d053578","opsoclonus-myoclonus syndrome","opsoclonus myoclonus syndrome;dancing eyes-dancing feet syndrome;dancing eyes dancing feet syndrome;opsoclonus myoclonus ataxia;dancing eyes dancing feet syndrome;paraneoplastic opsoclonus-myoclonus ataxia;paraneoplastic opsoclonus myoclonus ataxia;kinsbourne syndrome;myoclonic encephalopathy of infants;infants myoclonic encephalopathies;infants myoclonic encephalopathy;opsoclonus myoclonus;myoclonus opsoclonus"
"d020362","paraneoplastic cerebellar degeneration","cerebellar syndrome paraneoplastic;cerebellar syndromes paraneoplastic;paraneoplastic cerebellar syndromes;paraneoplastic cerebellar syndrome"
"d020364","paraneoplastic polyneuropathy","paraneoplastic polyneuropathies;polyneuropathies paraneoplastic;paraneoplastic neuropathy;neuropathy paraneoplastic;neuropathies paraneoplastic;paraneoplastic neuropathies;paraneoplastic peripheral neuropathy;neuropathies paraneoplastic peripheral;neuropathy paraneoplastic peripheral;paraneoplastic peripheral neuropathies;peripheral neuropathies paraneoplastic;peripheral neuropathy paraneoplastic"
"d020361","paraneoplastic syndromes nervous system","paraneoplastic neurologic syndromes;neurologic syndrome paraneoplastic;neurologic syndromes paraneoplastic;paraneoplastic neurologic syndrome;syndrome paraneoplastic neurologic;syndromes paraneoplastic neurologic;paraneoplastic encephalomyelitis;encephalomyelitis paraneoplastic;paraneoplastic encephalomyelitides;paraneoplastic autonomic dysfunction;autonomic dysfunctions paraneoplastic;paraneoplastic autonomic dysfunctions;autonomic dysfunction paraneoplastic"
"d010524","peripheral nervous system neoplasms","peripheral nerve tumors;nerve tumor peripheral;nerve tumors peripheral;peripheral nerve tumor;tumor peripheral nerve;tumors peripheral nerve;peripheral nerve neoplasms;neoplasm peripheral nerve;neoplasms peripheral nerve;nerve neoplasm peripheral;nerve neoplasms peripheral;peripheral nerve neoplasm;peripheral nerve neoplasms malignant;peripheral nervous system malignant neoplasms;peripheral nerve neoplastic infiltration;peripheral nerve neoplasms benign;peripheral nervous system benign neoplasms"
"d009423","nervous system neoplasms","neoplasm nervous system;nervous system neoplasm;nervous system tumors;nervous system tumor;tumor nervous system;tumors nervous system;tumors of the nervous system"
"d010386","pelvic neoplasms","neoplasm pelvic;pelvic neoplasm;pelvis neoplasms;neoplasm pelvis;neoplasms pelvis;pelvis neoplasm;neoplasms of pelvis;cancer of pelvis;pelvis cancers;pelvic cancer;cancer pelvic;cancers pelvic;pelvic cancers;cancer of the pelvis;pelvis cancer;cancer pelvis;cancers pelvis"
"d055653","muir-torre syndrome","muir torre syndrome"
"d012626","sebaceous gland neoplasms","neoplasm sebaceous gland;sebaceous gland neoplasm"
"d013544","sweat gland neoplasms","neoplasm sweat gland;sweat gland neoplasm"
"d012878","skin neoplasms","neoplasm skin;skin neoplasm;cancer of skin;skin cancers;cancer of the skin;skin cancer;cancer skin;cancers skin"
"d019042","muscle neoplasms","muscle neoplasm;neoplasm muscle;cancer of muscle;muscle cancers;muscle cancer;cancer muscle;cancers muscle;cancer of the muscle"
"d019043","vascular neoplasms","neoplasm vascular;vascular neoplasm"
"d012983","soft tissue neoplasms","neoplasm soft tissue;soft tissue neoplasm"
"d013160","splenic neoplasms","neoplasm splenic;splenic neoplasm;spleen neoplasms;neoplasm spleen;neoplasms spleen;spleen neoplasm;cancer of spleen;spleen cancers;splenic cancer;cancer splenic;cancers splenic;splenic cancers;cancer of the spleen;spleen cancer;cancer spleen;cancers spleen"
"d006338","heart neoplasms","heart neoplasm;neoplasm heart;cardiac tumors;neoplasms cardiac;cardiac neoplasms;cardiac neoplasm;neoplasm cardiac;cardiac tumor;tumor cardiac;tumors cardiac;primary cardiac tumors childhood;myocardial tumors rhabdomyomas and fibromas;myocardial tumor rhabdomyomas and fibromas;tumor myocardial rhabdomyomas and fibromas;tumors myocardial rhabdomyomas and fibromas;cardiac carcinoma;carcinoma cardiac;carcinomas cardiac;cardiac carcinomas;heart cancer;cancer heart;cancers heart;heart cancers;cardiac cancer;cancer cardiac;cancers cardiac;cardiac cancers;heart tumor;heart tumors;tumor heart;tumors heart;intracavitary tumors of the heart"
"d008479","mediastinal neoplasms","mediastinal neoplasm;neoplasm mediastinal;mediastinum neoplasms;mediastinum neoplasm;neoplasm mediastinum;neoplasms mediastinum;cancer of mediastinum;mediastinum cancers;mediastinal cancer;cancer mediastinal;cancers mediastinal;mediastinal cancers;mediastinum cancer;cancer mediastinum;cancers mediastinum;cancer of the mediastinum"
"d002289","carcinoma non-small-cell lung","carcinoma non small cell lung;carcinomas non-small-cell lung;lung carcinomas non-small-cell;non-small-cell lung carcinomas;nonsmall cell lung cancer;non small cell lung carcinoma;carcinoma non-small cell lung;non-small cell lung cancer"
"d055752","small cell lung carcinoma","small cell lung cancer;oat cell lung cancer;small cell cancer of the lung;oat cell carcinoma of lung"
"d002283","carcinoma bronchogenic","bronchogenic carcinomas;carcinomas bronchogenic;carcinoma bronchial;bronchial carcinoma;bronchial carcinomas;carcinomas bronchial"
"d001984","bronchial neoplasms","bronchial neoplasm;neoplasm bronchial"
"d055613","multiple pulmonary nodules","multiple pulmonary nodule;pulmonary nodule multiple"
"d010178","pancoast syndrome","pancoasts syndrome;pancoasts syndrome;syndrome pancoasts;pancoast tumor;tumor pancoast"
"d047868","pulmonary sclerosing hemangioma","sclerosing hemangiomas pulmonary;lung sclerosing hemangioma;lung sclerosing hemangiomas;sclerosing hemangiomas lung;sclerosing hemangioma lung;sclerosing hemangioma of the lung"
"d008175","lung neoplasms","pulmonary neoplasms;lung neoplasm;neoplasm lung;neoplasms pulmonary;neoplasm pulmonary;pulmonary neoplasm;lung cancer;cancer lung;cancers lung;lung cancers;pulmonary cancer;cancer pulmonary;cancers pulmonary;pulmonary cancers;cancer of the lung;cancer of lung"
"d016066","pleural effusion malignant","effusions malignant pleural;malignant pleural effusions;pleural effusions malignant"
"d010997","pleural neoplasms","neoplasm pleural;pleural neoplasm"
"d012142","respiratory tract neoplasms","neoplasm respiratory tract;respiratory tract neoplasm;tract neoplasm respiratory"
"d013953","thymus neoplasms","neoplasm thymus;thymus neoplasm;thymus tumors;thymus tumor;tumor thymus;tumors thymus;thymic neoplasms;thymic tumors;thymic tumor;tumor thymic;tumors thymic;neoplasms thymic;neoplasm thymic;thymic neoplasm;cancer of thymus;thymus cancers;thymic cancer;cancer thymic;cancers thymic;thymic cancers;thymus cancer;cancer thymus;cancers thymus;cancer of the thymus"
"d013899","thoracic neoplasms","neoplasm thoracic;thoracic neoplasm"
"d005185","fallopian tube neoplasms","fallopian tube neoplasm;neoplasm fallopian tube;fallopian tube cancer;cancer fallopian tube;cancers fallopian tube;fallopian tube cancers;cancer of the fallopian tube"
"d016889","endometrial neoplasms","endometrial neoplasm;neoplasm endometrial;endometrial carcinoma;carcinoma endometrial;carcinomas endometrial;endometrial carcinomas;endometrial cancer;cancer endometrial;cancers endometrial;endometrial cancers;endometrium cancer;cancer endometrium;cancers endometrium;cancer of the endometrium;carcinoma of endometrium;endometrium carcinoma;endometrium carcinomas;cancer of endometrium;endometrium cancers"
"d002583","uterine cervical neoplasms","cervical neoplasm uterine;neoplasm uterine cervical;uterine cervical neoplasm;neoplasms cervical;cervical neoplasms;cervical neoplasm;neoplasm cervical;neoplasms cervix;cervix neoplasms;cervix neoplasm;neoplasm cervix;cancer of the uterine cervix;cancer of the cervix;cervical cancer;uterine cervical cancer;cancer uterine cervical;cancers uterine cervical;cervical cancer uterine;cervical cancers uterine;uterine cervical cancers;cancer of cervix;cervix cancer;cancer cervix;cancers cervix"
"d014594","uterine neoplasms","neoplasms uterus;neoplasm uterus;uterus neoplasm;uterus neoplasms;neoplasm uterine;uterine neoplasm;cancer of uterus;uterus cancers;cancer of the uterus;uterus cancer;cancer uterus;cancers uterus;uterine cancer;cancer uterine;cancers uterine;uterine cancers"
"d014625","vaginal neoplasms","neoplasm vaginal;vaginal neoplasm;vagina neoplasms;neoplasm vagina;neoplasms vagina;vagina neoplasm;vaginal cancer;cancer vaginal;cancers vaginal;vaginal cancers;cancer of the vagina;cancer of vagina;vagina cancers;vagina cancer;cancer vagina;cancers vagina"
"d014846","vulvar neoplasms","neoplasm vulvar;vulvar neoplasm;vulva neoplasms;neoplasm vulva;neoplasms vulva;vulva neoplasm;cancer of vulva;vulva cancers;cancer of the vulva;vulva cancer;cancer vulva;cancers vulva;vulvar cancer;cancer vulvar;cancers vulvar;vulvar cancers"
"d005833","genital neoplasms female","gynecologic neoplasms;neoplasms gynecologic;gynecologic neoplasm;neoplasm gynecologic;female genital neoplasm;genital neoplasm female;neoplasm female genital"
"d010412","penile neoplasms","neoplasms penis;penis neoplasms;neoplasm penis;penis neoplasm;neoplasm penile;penile neoplasm;cancer of penis;penis cancers;cancer of the penis;penis cancer;cancer penis;cancers penis;penile cancer;cancer penile;cancers penile;penile cancers"
"d064129","prostatic neoplasms castration-resistant","castration-resistant prostatic neoplasm;neoplasm castration-resistant prostatic;prostatic neoplasm castration-resistant;prostatic neoplasms castration resistant;androgen-insensitive prostatic neoplasms;androgen insensitive prostatic neoplasms;androgen-resistant prostatic neoplasms;androgen resistant prostatic neoplasms;prostatic neoplasms hormone refractory;hormone refractory prostatic neoplasms;prostatic neoplasms androgen-independent;androgen-independent prostatic neoplasm;neoplasm androgen-independent prostatic;neoplasms androgen-independent prostatic;prostatic neoplasm androgen-independent;prostatic neoplasms androgen independent;prostatic neoplasms androgen-insensitive;androgen-insensitive prostatic neoplasm;neoplasm androgen-insensitive prostatic;neoplasms androgen-insensitive prostatic;prostatic neoplasm androgen-insensitive;prostatic neoplasms androgen insensitive;prostatic neoplasms androgen-resistant;androgen-resistant prostatic neoplasm;neoplasm androgen-resistant prostatic;neoplasms androgen-resistant prostatic;prostatic neoplasm androgen-resistant;prostatic neoplasms androgen resistant;androgen-independent prostatic neoplasms;androgen independent prostatic neoplasms;castration resistant prostatic neoplasms;prostatic cancer castration-resistant;cancer castration-resistant prostatic;cancers castration-resistant prostatic;castration-resistant prostatic cancers;prostatic cancer castration resistant;prostatic cancers castration-resistant;androgen-insensitive prostatic cancer;androgen insensitive prostatic cancer;androgen-resistant prostatic cancer;androgen resistant prostatic cancer;prostatic cancer hormone refractory;hormone refractory prostatic cancer;prostatic cancer androgen-independent;androgen-independent prostatic cancers;cancer androgen-independent prostatic;cancers androgen-independent prostatic;prostatic cancer androgen independent;prostatic cancers androgen-independent;prostatic cancer androgen-insensitive;androgen-insensitive prostatic cancers;cancer androgen-insensitive prostatic;cancers androgen-insensitive prostatic;prostatic cancer androgen insensitive;prostatic cancers androgen-insensitive;prostatic cancer androgen-resistant;androgen-resistant prostatic cancers;cancer androgen-resistant prostatic;cancers androgen-resistant prostatic;prostatic cancer androgen resistant;prostatic cancers androgen-resistant;androgen-independent prostatic cancer;androgen independent prostatic cancer;castration-resistant prostatic cancer;castration resistant prostatic cancer"
"d011471","prostatic neoplasms","prostate neoplasms;neoplasms prostate;neoplasm prostate;prostate neoplasm;neoplasm prostatic;prostatic neoplasm;prostate cancer;cancer prostate;cancers prostate;prostate cancers;cancer of the prostate;prostatic cancer;cancer prostatic;cancers prostatic;prostatic cancers;cancer of prostate"
"d005834","genital neoplasms male","genital neoplasm male;male genital neoplasm;neoplasm male genital"
"d007680","kidney neoplasms","kidney neoplasm;neoplasm kidney;renal neoplasms;neoplasm renal;neoplasms renal;renal neoplasm;cancer of kidney;kidney cancers;renal cancer;cancer renal;cancers renal;renal cancers;cancer of the kidney;kidney cancer;cancer kidney;cancers kidney"
"d014516","ureteral neoplasms","neoplasm ureteral;ureteral neoplasm;ureter neoplasms;ureter neoplasm;neoplasms of ureter;cancer of ureter;ureter cancers;ureter cancer of;ureter cancer;ureteral cancer;cancer ureteral;cancers ureteral;ureteral cancers;cancer of the ureter"
"d014523","urethral neoplasms","neoplasm urethral;urethral neoplasm;urethra neoplasms;neoplasm urethra;neoplasms urethra;urethra neoplasm;cancer of urethra;urethra cancers;urethra cancer;cancer urethra;cancers urethra;urethral cancer;cancer urethral;cancers urethral;urethral cancers;cancer of the urethra"
"d001749","urinary bladder neoplasms","neoplasm urinary bladder;urinary bladder neoplasm;neoplasms bladder;bladder neoplasms;bladder neoplasm;neoplasm bladder;bladder tumors;bladder tumor;tumor bladder;tumors bladder;urinary bladder cancer;cancer urinary bladder;malignant tumor of urinary bladder;cancer of the bladder;bladder cancer;bladder cancers;cancer bladder;cancer of bladder"
"d014571","urologic neoplasms","urological neoplasms;neoplasm urological;neoplasms urological;urological neoplasm;urinary tract neoplasms;neoplasm urinary tract;neoplasms urinary tract;tract neoplasm urinary;tract neoplasms urinary;urinary tract neoplasm;neoplasm urologic;urologic neoplasm;cancer of urinary tract;urinary tract cancers;urological cancer;cancer urological;cancers urological;urological cancers;cancer of the urinary tract;urinary tract cancer;cancer urinary tract;cancers urinary tract;urologic cancer;cancer urologic;cancers urologic;urologic cancers"
"d014685","venereal tumors veterinary","tumor veterinary venereal;venereal tumor veterinary;veterinary venereal tumor;venereal tumors transmissible;transmissible venereal tumors;transmissible venereal tumor;tumor transmissible venereal;venereal tumor transmissible;tumors transmissible venereal"
"d014565","urogenital neoplasms","neoplasm urogenital;urogenital neoplasm;genito-urinary neoplasm;genito-urinary neoplasms;neoplasm genito-urinary;neoplasms genito-urinary;genitourinary neoplasms;genitourinary neoplasm;neoplasm genitourinary;neoplasms genitourinary;genitourinary cancer;cancer genitourinary;cancers genitourinary;genitourinary cancers;genito-urinary cancer;cancer genito-urinary;cancers genito-urinary;genito urinary cancer;genito-urinary cancers;urogenital cancer;cancer urogenital;cancers urogenital;urogenital cancers"
"d012186","retroperitoneal neoplasms","neoplasm retroperitoneal;retroperitoneal neoplasm"
"d058288","sister mary josephs nodule","sister josephs nodule;nodule sister josephs;nodules sister josephs;sister joseph nodule;sister josephs nodules;sister josephs nodule"
"d000008","abdominal neoplasms","abdominal neoplasm;neoplasm abdominal"
"d009371","neoplasms by site","sites neoplasm;site neoplasm;neoplasm site;neoplasm sites"
"d002284","carcinoma brown-pearce","carcinoma brown pearce;epithelioma brown-pearce;brown-pearce epithelioma;epithelioma brown pearce"
"d009374","neoplasms experimental","experimental neoplasm;neoplasm experimental"
"d009376","neoplasms hormone-dependent","neoplasms hormone dependent;hormone dependent neoplasms;hormone-dependent neoplasm;neoplasm hormone-dependent"
"d009378","neoplasms multiple primary","multiple primary neoplasms synchronous;neoplasms synchronous;synchronous multiple primary neoplasms;synchronous neoplasms;neoplasm synchronous;synchronous neoplasm;multiple primary neoplasm;neoplasm multiple primary;primary neoplasm multiple;neoplasms synchronous multiple primary"
"d017169","neoplasms post-traumatic","neoplasms post traumatic;neoplasm post-traumatic;post traumatic neoplasms;post-traumatic neoplasm;malignancies post-traumatic;malignancies post traumatic;malignancy post-traumatic;post-traumatic malignancies;post-traumatic malignancy;post-traumatic cancer;cancer post-traumatic;cancers post-traumatic;post traumatic cancer;post-traumatic cancers"
"d009381","neoplasms radiation-induced","neoplasms radiation induced;neoplasm radiation-induced;radiation induced neoplasms;radiation-induced neoplasm;radiation-induced cancer;cancers radiation-induced;radiation induced cancer;radiation-induced cancers;cancer radiation-induced;cancer radiation induced"
"d016609","neoplasms second primary","neoplasm second primary;second primary neoplasm;metachronous second primary neoplasms;neoplasms metachronous;second primary neoplasms metachronous;second malignancy;malignancies second;malignancy second;second malignancies;second neoplasm;neoplasm second;neoplasms second;second neoplasms;metachronous neoplasms;metachronous neoplasm;neoplasm metachronous;neoplasms metachronous second primary;neoplasms therapy-associated;neoplasm therapy-associated;neoplasms therapy associated;therapy-associated neoplasm;neoplasms treatment-associated;neoplasm treatment-associated;neoplasms treatment associated;treatment-associated neoplasm;neoplasms treatment-related;neoplasm treatment-related;neoplasms treatment related;treatment-related neoplasm;therapy-related neoplasms;therapy related neoplasms;treatment-associated neoplasms;treatment associated neoplasms;treatment-related neoplasms;treatment related neoplasms;neoplasms therapy-related;neoplasm therapy-related;neoplasms therapy related;therapy-related neoplasm;therapy-associated neoplasms;therapy associated neoplasms;therapy-associated cancer;cancer therapy-associated;cancers therapy-associated;therapy associated cancer;therapy-associated cancers;therapy-related cancer;cancer therapy-related;cancers therapy-related;therapy related cancer;therapy-related cancers;treatment-related cancer;cancer treatment-related;cancers treatment-related;treatment related cancer;treatment-related cancers;treatment-associated cancer;cancer treatment-associated;cancers treatment-associated;treatment associated cancer;treatment-associated cancers;cancer second primary;cancers second primary;second primary cancer;second primary cancers;second cancer;cancer second;cancers second;second cancers"
"d017254","leukemic infiltration","infiltrations leukemic"
"d009361","neoplasm invasiveness","neoplasm invasion;invasion neoplasm"
"d000079822","extranodal extension","extracapsular extension;extranodal tumor deposits;extranodal tumor deposit;tumor deposit extranodal;tumor deposit;tumor deposits"
"d008207","lymphatic metastasis","lymphatic metastases;metastases lymphatic"
"d061206","neoplasm micrometastasis","neoplasm micrometastases;micrometastases neoplasm;micrometastase neoplasm;neoplasm micrometastase;micrometastasis;micrometastases"
"d009366","neoplasm seeding",""
"d009382","neoplasms unknown primary","occult primary neoplasms;neoplasms occult primary;neoplasm occult primary;occult primary neoplasm;primary neoplasm occult;primary neoplasms occult;neoplasm unknown primary;primary neoplasm unknown;unknown primary neoplasm;unknown primary tumors;primary tumor unknown;primary tumors unknown;tumor unknown primary;tumors unknown primary;unknown primary tumor;neoplasm metastasis unknown primary;unknown primary neoplasm metastasis"
"d009360","neoplastic cells circulating","neoplasm circulating cells;cell circulating neoplastic;circulating neoplastic cell;neoplastic cell circulating;circulating tumor cells;cell circulating tumor;cells circulating tumor;circulating tumor cell;tumor cell circulating;tumor cells circulating;cells neoplasm circulating;cell neoplasm circulating;neoplasm circulating cell;circulating cells neoplasm;tumor cells embolic;cell embolic tumor;cells embolic tumor;embolic tumor cell;tumor cell embolic;embolic tumor cells;embolism tumor;embolisms tumor;tumor embolism;tumor embolisms"
"d009362","neoplasm metastasis","metastases neoplasm;neoplasm metastases;metastasis;metastases"
"d009364","neoplasm recurrence local","local neoplasm recurrences;locoregional neoplasm recurrence;recurrences local neoplasm;neoplasm recurrences local;recurrence locoregional neoplasm;neoplasm recurrence locoregional;locoregional neoplasm recurrences;neoplasm recurrences locoregional;recurrences locoregional neoplasm"
"d009365","neoplasm regression spontaneous","remission spontaneous neoplasm;spontaneous neoplasm remission;neoplasm remission spontaneous"
"d018365","neoplasm residual","residual neoplasms;minimal residual disease;minimal disease residual;residual minimal disease;residual minimal diseases;residual disease minimal;minimal residual diseases;residual cancer;cancer residual;residual cancers;residual tumor;residual tumors;residual tumour;residual tumours;tumour residual"
"d000074723","oncogene addiction","oncogenic addiction;addiction oncogenic"
"d000708","anaplasia",""
"d002472","cell transformation viral","cell transformations viral;transformations viral cell;viral cell transformations"
"d002471","cell transformation neoplastic","cell neoplastic transformations;neoplastic transformations cell;transformations cell neoplastic;tumorigenic transformation;transformation tumorigenic;transformations tumorigenic;tumorigenic transformations;cell transformations neoplastic;neoplastic cell transformations;transformations neoplastic cell"
"d003043","cocarcinogenesis","cocarcinogeneses"
"d063646","carcinogenesis","carcinogeneses;tumorigenesis;tumorigeneses;oncogenesis;oncogeneses"
"d009385","neoplastic processes",""
"d058249","birt-hogg-dube syndrome","birt hogg dube syndrome;hornstein-knickenberg syndrome;hornstein-birt-hogg-dub syndrome;fibrofolliculomas with trichodiscomas and acrochordons;birt-hogg-dub syndrome"
"d055847","lynch syndrome ii","lynch cancer family syndrome 2;lynch cancer family syndrome ii;colon cancer familial nonpolyposis type 2;colorectal cancer hereditary nonpolyposis type 2"
"d016864","li-fraumeni syndrome","li fraumeni syndrome"
"d010580","peutz-jeghers syndrome","peutz jeghers syndrome;polyposis hamartomatous intestinal;hamartomatous intestinal polyposes;hamartomatous intestinal polyposis;intestinal polyposes hamartomatous;intestinal polyposis hamartomatous;polyposes hamartomatous intestinal;peutz jeghers syndrome;peutz-jegher syndrome;peutz-jeghers polyposis;peutz jeghers polyposis;polyposis peutz-jeghers;periorificial lentiginosis syndrome;periorificial lentiginosis syndromes;syndrome periorificial lentiginosis;syndromes periorificial lentiginosis;lentiginosis perioral;lentiginoses perioral;perioral lentiginoses;perioral lentiginosis;polyps-and-spots syndrome;polyps and spots syndrome;polyps-and-spots syndromes;syndrome polyps-and-spots;syndromes polyps-and-spots"
"d009386","neoplastic syndromes hereditary","cancer syndromes hereditary;hereditary neoplastic syndrome;neoplastic syndrome hereditary;syndrome hereditary neoplastic;hereditary cancer syndromes;cancer syndrome hereditary;hereditary cancer syndrome;syndrome hereditary cancer;syndromes hereditary cancer"
"d000182","acth syndrome ectopic","acth syndromes ectopic;ectopic acth syndromes;syndromes ectopic acth"
"d015043","zollinger-ellison syndrome","zollinger ellison syndrome"
"d010257","paraneoplastic syndromes","paraneoplastic syndrome;syndrome paraneoplastic"
"d001471","barrett esophagus","barrett metaplasia;barrett metaplasias;metaplasia barrett;metaplasias barrett;barretts syndrome;barretts syndrome;barrett syndrome;barretts esophagus;barretts esophagus;esophagus barretts;barrett epithelium;epithelium barrett"
"d004919","erythroplasia",""
"d055623","keratosis actinic","actinic keratoses;keratoses actinic"
"d007971","leukoplakia","leukoplakic lesions;lesion leukoplakic;lesions leukoplakic;leukoplakic lesion;leukokeratosis;leukokeratoses"
"d011289","preleukemia",""
"d000075122","smoldering multiple myeloma","smoldering myeloma;myeloma smoldering;smoldering myelomas;asymptomatic multiple myeloma;asymptomatic multiple myelomas;multiple myeloma asymptomatic;multiple myelomas asymptomatic"
"d065309","atypical squamous cells of the cervix","atypical cervical squamous cells;atypical squamous cells of undetermined significance;ascus;asc-us;atypical squamous cells cannot rule out high-grade squamous intra-epithelial lesion;atypical squamous cells cannot rule out high grade squamous intra epithelial lesion;asc-h atypical squamous cells cannot rule out high-grade squamous intra-epithelial lesion;asc h atypical squamous cells cannot rule out high grade squamous intra epithelial lesion;atypical squamous cells;atypical squamous cell;cell atypical squamous;cells atypical squamous;squamous cell atypical;squamous cells atypical;asc atypical squamous cells"
"d065310","squamous intraepithelial lesions of the cervix",""
"d002578","uterine cervical dysplasia","cervix dysplasia;dysplasia cervix"
"d014983","xeroderma pigmentosum","kaposis disease;kaposis disease;kaposi disease"
"d011230","precancerous conditions","condition precancerous;precancerous condition;condition preneoplastic;preneoplastic condition;preneoplastic conditions;conditions preneoplastic"
"d058739","aberrant crypt foci",""
"d011252","pregnancy complications neoplastic","pregnancies neoplastic complications;complication neoplastic pregnancy;neoplastic pregnancy complication;pregnancy complication neoplastic"
"d009369","neoplasms","neoplasia;neoplasias;neoplasm;tumors;tumor;cancer;cancers;malignancy;malignancies;malignant neoplasm;neoplasm malignant;benign neoplasm;neoplasm benign"
"d003409","congenital hypothyroidism","cretinism;endemic cretinism;cretinism endemic;fetal iodine deficiency disorder;myxedema congenital"
"d004393","dwarfism pituitary","growth hormone deficiency dwarfism;hyposomatotrophic dwarfism;nanism pituitary;pituitary nanism;isolated growth hormone deficiency;isolated hgh deficiency;isolated human growth hormone deficiency;isolated somatotropin deficiency;isolated somatotropin deficiency disorder;dwarfism growth hormone deficiency;isolated gh deficiency;hypophysial dwarf;pituitary dwarf"
"d005877","gigantism",""
"d010002","osteitis fibrosa cystica","recklinghausens disease of bone;recklinghausen disease bone;recklinghausens disease bone;recklinghausen disease of bone"
"d000172","acromegaly",""
"d001849","bone diseases endocrine","bone disease endocrine;disease endocrine bone;endocrine bone disease"
"d003649","decalcification pathologic","pathological decalcification"
"d018488","bone demineralization pathologic",""
"d009081","mucolipidoses","sialidosis;sialidoses;mucolipidosis;type i mucolipidosis;mucolipidosis type i;glycoprotein neuraminidase deficiency;deficiencies glycoprotein neuraminidase;deficiency glycoprotein neuraminidase;glycoprotein neuraminidase deficiencies;cherry red spot-myoclonus syndrome;myoclonus-cherry red spot syndrome;mucolipidosis type i;mucolipidosis i;cherry red spot myoclonus syndrome;myoclonus cherry red spot syndrome;mucolipidosis type 1;type iii mucolipidosis;mucolipidosis type iii;mucolipidosis iii;pseudo-hurler polydystrophy;polydystrophy pseudo-hurler;pseudo hurler polydystrophy;mucolipidosis iiia;mucolipidosis iii alpha beta;mucolipidosis type iii;psuedo-hurler disease;psuedo hurler disease;psuedo-hurler diseases;type iv mucolipidosis;mucolipidosis type iv;deficiency disease ganglioside sialidase;ganglioside sialidase deficiency disease;sialolipidosis;sialolipidoses;mucolipidosis type iv;mucolipidosis iv;lipomucopolysaccharidosis;lipomucopolysaccharidoses;type ii mucolipidosis;mucolipidosis type ii;i-cell disease;i cell disease;i-cell diseases;mucolipidosis type ii;inclusion cell disease;inclusion cell diseases;mucolipidosis ii"
"d015663","osteoporosis postmenopausal","perimenopausal bone loss;bone loss postmenopausal;bone losses postmenopausal;postmenopausal bone losses;osteoporosis post-menopausal;osteoporoses post-menopausal;osteoporosis post menopausal;post-menopausal osteoporoses;post-menopausal osteoporosis;osteoporoses postmenopausal;postmenopausal osteoporoses;bone loss perimenopausal;bone losses perimenopausal;perimenopausal bone losses;postmenopausal bone loss"
"d010024","osteoporosis","osteoporoses;post-traumatic osteoporoses;osteoporoses senile;senile osteoporoses;bone loss age-related;age-related bone loss;age-related bone losses;bone loss age related;bone losses age-related;age-related osteoporoses;osteoporoses age-related"
"d011556","pseudopseudohypoparathyroidism","pseudo-pseudohypoparathyroidism;pseudo pseudohypoparathyroidism;pseudo-pseudohypoparathyroidisms;albright hereditary osteodystrophy without multiple hormone resistance;pseudopseudo-hypoparathyroidism;pseudopseudo hypoparathyroidism;pseudopseudo-hypoparathyroidisms"
"d011547","pseudohypoparathyroidism","phd1b;phd ib;phd ibs;albright hereditary osteodystrophy with multiple hormone resistance;php ia"
"d010018","osteomalacia","adult rickets;rickets adult"
"d012080","chronic kidney disease-mineral and bone disorder","chronic kidney disease mineral and bone disorder;ckd-mbd;renal osteodystrophy;osteodystrophies renal;renal osteodystrophies;osteodystrophy renal;renal rickets;rickets renal"
"d053098","familial hypophosphatemic rickets","hypocalcemic vitamin d-resistant rickets;hypocalcemic vitamin d resistant rickets;rickets hereditary vitamin d-resistant;rickets hereditary vitamin d resistant;hereditary hypophosphatemic rickets;hypophosphatemic rickets hereditary;rickets hereditary hypophosphatemic;vitamin d-resistant rickets hereditary;vitamin d resistant rickets hereditary;hereditary vitamin d-resistant rickets;hereditary vitamin d resistant rickets;generalized resistance to 125-dihydroxyvitamin d;generalized resistance to 125 dihydroxyvitamin d;vitamin d-resistant rickets with end-organ unresponsiveness to 125-dihydroxycholecalciferol;vitamin d resistant rickets with end organ unresponsiveness to 125 dihydroxycholecalciferol;vitamin d-resistant rickets x-linked;vitamin d resistant rickets x linked;hypophosphatemic rickets x-linked recessive;hypophosphatemic rickets x linked recessive;rickets x-linked hypophosphatemic;hypophosphatemic rickets x-linked;x-linked hypophosphatemic rickets;hypophosphatemia x-linked;hypophosphatemia x linked;x-linked hypophosphatemia;x linked hypophosphatemia;hypophosphatemic rickets x-linked dominant;hypophosphatemic rickets x linked dominant"
"d063730","rickets hypophosphatemic","hypophosphatemic ricket;ricket hypophosphatemic;acquired vitamin d-resistant rickets;acquired vitamin d resistant rickets;hypophosphatemic vitamin d-resistant rickets;hypophosphatemic vitamin d resistant rickets;rickets vitamin d-resistant;rickets vitamin d resistant;vitamin d-resistant rickets;hypophosphatemia vitamin d-resistant rickets"
"d012279","rickets","rachitis;rachitides"
"d001851","bone diseases metabolic","bone disease metabolic;metabolic bone disease;osteopenia;osteopenias;low bone density;bone density low;low bone densities;low bone mineral density"
"d060905","coxa vara","varas coxa;coxa varus;varus coxa;developmental coxa varus;coxa varus developmental;acquired coxa varus;coxa varus acquired;congenital coxa varus;coxa varus congenital"
"d060750","bone anteversion","anteversions bone;bone antetorsion;antetorsion bone;antetorsions bone;bone antetorsions"
