"id","name","terms"
"d029777","momordica charantia","momordica charantia;momordica charantias;charantias momordica;bitter melon;bitter melons;melon bitter;melons bitter;gourd bitter;bitter gourd;bitter gourds;gourds bitter;karela;karelas"
"d029775","momordica","momordica;momordicas"
"d029778","trichosanthes","trichosanthes;trichosanthe;trichosanthes kirilowii;trichosanthes kirilowius;kirilowius trichosanthes;gourd snake;snake gourd;gourds snake;snake gourds"
"d019662","cucurbitaceae","cucurbitaceae;fevillea;fevilleas;coccinia;coccinias;gourd ivy;ivy gourd;gourds ivy;ivy gourds;melons;melon;melothria;melothrias"
"d029772","bryonia","bryonia;bryonias;bryonia dioica;bryonia dioicas;dioicas bryonia;bryony;bryonies;bryonia alba;bryonia albas;alba bryonia"
"d027825","crataegus","crataegus;hawthorn;hawthorns;crataegus monogyna;crataegus monogynas;monogyna crataegus;monogynas crataegus"
"d031983","eriobotrya","eriobotrya;eriobotryas;loquat tree;loquat trees;tree loquat;trees loquat;loquats;loquat"
"d031984","filipendula","filipendula;filipendulas;dropwort;dropworts;meadowsweet;meadowsweets"
"d031985","fragaria","fragaria;strawberry;strawberries;fragaria vesca;alpine strawberry;alpine strawberries;strawberries alpine;strawberry alpine;woodland strawberry;strawberries woodland;strawberry woodland;woodland strawberries"
"d031986","geum","geum;geums;avens;aven"
"d027845","malus","malus;malus domestica;apple tree;apple trees;tree apple;trees apple;apple;apples;crab apple;apple crab;apples crab;crab apples"
"d046936","photinia","photinia;photinias;photinia melanocarpa;photinia melanocarpas;melanocarpa photinia;black chokeberry tree;black chokeberry trees;chokeberry tree black;chokeberry trees black;tree black chokeberry;trees black chokeberry;black chokecherry tree;black chokecherry trees;chokecherry tree black;chokecherry trees black;tree black chokecherry;trees black chokecherry;aronia melanocarpa;aronia melanocarpas;melanocarpas aronia;aronia;aronias"
"d031987","potentilla","potentilla;potentillas;silverweed;silverweeds;cinquefoil;cinquefoils"
"d000068218","prunus africana","prunus africana;african prune;african prunes;prunes african;prune african;pygeum africanum"
"d000068219","prunus armeniaca","prunus armeniaca;apricot tree;apricot trees;tree apricot;trees apricot;apricot;apricots"
"d000068220","prunus avium","prunus avium;sweet cherry tree;cherry tree sweet;cherry trees sweet;sweet cherry trees;tree sweet cherry;trees sweet cherry;prunus cerasus;sour cherry;cherries sour;cherry sour;sour cherries;pie cherry;cherries pie;cherry pie;pie cherries;sweet cherries;cherries sweet;cherry sweet;sweet cherry;prunus serotina;black cherry;black cherries;cherries black;cherry black"
"d000068242","prunus domestica","prunus domestica;plum tree;plum trees;tree plum;trees plum;plum;plums;prunus cerasifera;cherry plum tree;cherry plum trees;plum tree cherry;plum trees cherry;tree cherry plum;trees cherry plum;prunus salicina;prunus salicinas;salicina prunus;salicinas prunus;japanese plum;japanese plums;plum japanese;plums japanese"
"d000068181","prunus dulcis","prunus dulcis;almond tree;almond trees;tree almond;trees almond;prunis communis;sweet almond;almond sweet;almonds sweet;sweet almonds;prunus amygdalus;amygdalus communis;almonds;almond"
"d000068239","prunus persica","prunus persica;peach tree;peach trees;tree peach;trees peach;peach;peaches"
"d027861","prunus","prunus;chokecherry tree;chokecherry trees;tree chokecherry;trees chokecherry"
"d031991","pyracantha","pyracantha;pyracanthas;firethorn;firethorns"
"d031989","pyrus","pyrus;pears;pear"
"d031990","quillaja","quillaja;quillajas;quillaja saponaria;quillaja saponarias;saponaria quillaja;saponarias quillaja;soapbush;soapbushs;soapbark;soapbarks"
"d027826","rosa","rosa;rosas;rose;roses;rosehips;rosehip"
"d065856","rubus","rubus;rubus glaucus;andean blackberry;andean blackberries;blackberries andean;blackberry andean;rubus idaeus;raspberries;raspberry;rubus fruticosus;blackberries;blackberry"
"d031993","sanguisorba","sanguisorba;sanguisorbas;burnet;burnets"
"d031994","sorbus","sorbus;ash mountain;rowan;rowans;mountain ash;ashs mountain;mountain ashs"
"d031992","spiraea","spiraea;spiraeas"
"d027824","rosaceae","rosaceae;amelanchier;amelanchiers;serviceberry;serviceberries;cotoneaster;cotoneasters;chaenomeles;chaenomele;quince flowering;flowering quince;flowering quinces;quinces flowering;cydonia;cydonias;quince;quinces;dryas plant;dryas plants;plant dryas;plants dryas;coleogyne;coleogynes;cercocarpus;mahogany mountain;mountain mahogany;mahoganies mountain;mountain mahoganies"
"d031981","agrimonia","agrimonia;agrimonias;agrimony;agrimonies;agrimonia pilosa;agrimonia pilosas;pilosa agrimonia;agrimonia eupatoria;agrimonia eupatorias;eupatorias agrimonia"
"d031982","alchemilla","alchemilla;alchemillas;ladys mantle;lady mantle;ladys mantle"
