"name"
"decanol"
"naphthaleneacetic acid sodium salt"
"naphthylacetic acid"
"dichloropropane"
"dichloropropene"
"dichlorobenzene"
"octylthioethanol"
"hydroxybiphenyl"
"methyl-chlorophenoxybutyric acid"
"napthyloxyacetic acid"
"tba"
"db"
"dichlorophenoxyacetate"
"dp"
"trichlorophenoxyacetic acid"
"chlorophenoxyacetate"
"benzylaminopurine"
"acephate"
"acequinocyl"
"acetamiprid"
"acetochlor"
"acifluorfen"
"acrinathrin"
"alachlor"
"alanycarb"
"aldoxycarb"
"aliphatic nitrogen fungicides"
"allidochlor"
"alloxydim"
"allyl alcohol"
"alpha-cypermethrin"
"alpha-naphthylacetamide"
"ametryn"
"amide fungicides"
"amide fungicides"
"amide herbicides"
"amide herbicides"
"amidithion"
"aminocarb"
"amisulbrom"
"amitraz"
"ammonium sulfamate"
"amobam"
"ancymidol"
"anilazine"
"anilide herbicides"
"anilide herbicides"
"anilofos"
"anthraquinone"
"antibiotic fungicides"
"antibiotic fungicides"
"antifeedants"
"antu"
"aramite"
"arsenical herbicides"
"arsenical insecticides"
"arsenous oxide"
"asulam"
"athidathion"
"atraton"
"azaconazole"
"azamethiphos"
"azimsulfuron"
"azinphos-ethyl"
"aziprotryne"
"azocyclotin"
"azothoate"
"azoxystrobin"
"barban"
"benalaxyl"
"benazolin"
"bendiocarb"
"benfluralin"
"benfuracarb"
"benfuresate"
"benodanil"
"benoxacor"
"benquinox"
"bensulfuron-methyl"
"bensulide"
"bensultap"
"bentazone-sodium"
"benthiavalicarb isopropyl"
"benzobicyclon"
"benzofenap"
"benzoic acid herbicides"
"benzoic acid herbicides"
"benzoximate"
"benzoylprop-ethyl"
"benzthiazuron"
"bhc"
"bialaphos"
"bifenazate"
"bifenox"
"bifenthrin"
"binapacryl"
"bioallethrin"
"bioresmethrin"
"biphenyl"
"bipyridinium herbicides"
"bird repellent"
"bispyribac"
"bispyribac-sodium"
"bisthiosemi"
"bitertanol"
"blasticidin"
"boscalid"
"brodifacoum"
"bromacil"
"bromadiolone"
"bromethalin"
"bromobutide"
"bromocyclen"
"bromofenoxim"
"bromofos"
"bromophos-ethyl"
"bromoxynil"
"bromuconazole"
"bronopol"
"bufencarb"
"bupirimate"
"buprofezin"
"butacarb"
"butachlor"
"butamifos"
"butenachlor"
"buthidazole"
"buthiobate"
"butocarboxim"
"butopyronoxyl"
"butoxycarboxim"
"butralin"
"butroxydim"
"buturon"
"butylamine"
"cadusafos"
"cafenstrole"
"calcium arsenate"
"calcium formate"
"captafol"
"carbamate fungicides"
"carbamate fungicides"
"carbamate insecticide"
"carbamate insecticides"
"carbamorph"
"carbanilate herbicides"
"carbanilate herbicides"
"carbanolate"
"carbendazim"
"carbetamide"
"carbophenothion"
"carbosulfan"
"carfentrazone-ethyl"
"carpropamid"
"cartap"
"chinomethionat"
"chitin synthesis inhibitors"
"chlomethoxyfen"
"chloramben"
"chloraniformethan"
"chloranocryl"
"chlorantraniliprole"
"chlorbicyclen"
"chlorbromuron"
"chlorbufam"
"chlorethoxyfos"
"chlorfenac"
"chlorfenapyr"
"chlorfenethol"
"chlorfenprop-methyl"
"chlorfenson"
"chlorfensulphide"
"chlorfluazuron"
"chloridazon"
"chlorimuron"
"chlorimuron-ethyl"
"chlormephos"
"chlornitrofen"
"chloroacetic acid"
"chlorobenside"
"chlorobenzilate"
"chloromebuform"
"chloromethiuron"
"chloroneb"
"chlorophacinone"
"chloropicrin"
"chloropropylate"
"chlorothalonil"
"chlorotoluron"
"chloroxuron"
"chlorphonium chloride"
"chlorphoxim"
"chlorpyrifos-methyl"
"chlorquinox"
"chlorsulfuron"
"chlorthiamid"
"chlorthiophos"
"chlozolinate"
"chromafenozide"
"cinmethylin"
"cinosulfuron"
"clethodim"
"cloethocarb"
"clofentezine"
"clofop"
"clomazone"
"clomeprop"
"clopyralid"
"cloransulam-methyl"
"clothianidin"
"cloxyfonac-sodium"
"conazole fungicides"
"conazole fungicides"
"copper fungicides"
"copper hydroxide"
"coumachlor"
"coumafuryl"
"coumarin rodenticides"
"coumarin rodenticides"
"coumatetralyl"
"credazine"
"crimidine"
"crotoxyphos"
"crufomate"
"cryolite"
"cumyluron"
"cuprous oxide"
"cyanazine"
"cyanofenphos"
"cyanophos"
"cyanthoate"
"cyazofamid"
"cycloate"
"cyclohexene oxime herbicides"
"cycloprothrin"
"cyclosulfamuron"
"cycloxydim"
"cycluron"
"cyenopyrafen"
"cyflufenamid"
"cyflumetofen"
"cyfluthrin"
"cyhalofop-butyl"
"cyhalothrin"
"cyhexatin"
"cymoxanil"
"cyometrinil"
"cypendazole"
"cypermethrin"
"cyphenothrin"
"cyproconazole"
"cyprodinil"
"cyprofuram"
"cypromid"
"cyromazine"
"dacthal"
"daimuron"
"dalapon"
"daminozide"
"dazomet"
"delachlor"
"deltamethrin"
"demephion"
"demeton-s-methyl"
"demeton-s-methylsulphon"
"desmedipham"
"desmetryn"
"diafenthiuron"
"dialifor"
"diallat"
"diamidafos"
"dibutyl succinate"
"dicarboximide fungicides"
"dicarboximide fungicides"
"dichlobenil"
"dichlofenthion"
"dichlofluanid"
"dichloran"
"dichlormid"
"dichlozoline"
"diclobutrazol"
"diclocymet"
"diclofop"
"diclomezine"
"diclosulam"
"dicrotophos"
"dienochlor"
"diethatyl-ethyl"
"diethofencarb"
"difenacoum"
"difenoconazole"
"difenoxuron"
"difenzoquat"
"difethialone"
"diflufenican"
"dikegulac"
"dimefox"
"dimefuron"
"dimepiperate"
"dimethachlor"
"dimethametryn"
"dimethenamid"
"dimethipin"
"dimethirimol"
"dimethomorph"
"dimethyl phthalate"
"dimexano"
"dinex"
"diniconazole"
"dinitramine"
"dinitroaniline herbicides"
"dinitroaniline herbicides"
"dinobuton"
"dinocton 6"
"dinoseb"
"dinoseb acetate"
"dinotefuran"
"dinoterb"
"dioxacarb"
"dioxation"
"diphenadione"
"diphenamid"
"diphenyl ether herbicide"
"diphenyl ether herbicides"
"dipropetryn"
"disul"
"ditalimfos"
"dithianon"
"dithiocarbamate fungicides"
"dithiopyr"
"dixanthogen"
"dnoc"
"dodemorph"
"dodine"
"drazoxolon"
"echlomezole"
"edifenphos"
"eglinazine"
"empenthrin"
"endothal-disodium"
"endothion"
"enilconazole"
"epn"
"eptc"
"erbon"
"esfenvalerate"
"esprocarb"
"etacelasil"
"etaconazole"
"ethalfluralin"
"ethephon"
"ethidimuron"
"ethiofencarb"
"ethiolate"
"ethion"
"ethiprole"
"ethirimol"
"ethoate-methyl"
"ethofumesate"
"ethohexadiol"
"ethoprophos"
"ethoxysulfuron"
"ethychlozate"
"ethyl n-butylacetamido propionate"
"etobenzanid"
"etofenprox"
"etoxazole"
"etrimfos"
"famoxadone"
"famphur"
"fenaminosulf"
"fenamiphos"
"fenarimol"
"fenazaflor"
"fenazaquin"
"fenbuconazole"
"fenbutatin oxide"
"fenchlorazole-ethyl"
"fenchlorphos"
"fenclorim"
"fenfuram"
"fenhexamid"
"fenitropan"
"fenobucarb"
"fenoprop"
"fenothiocarb"
"fenoxanil"
"fenoxaprop-ethyl"
"fenoxycarb"
"fenpiclonil"
"fenpropathrin"
"fenpropidin"
"fenpropimorph"
"fenpyroximate"
"fenson"
"fensulfothion"
"fenthiaprop"
"fentin acetate"
"fentin hydroxide"
"fentrazamide"
"fenuron"
"fenuron-tca"
"fenvalerate"
"ferbam"
"ferimzone"
"fipronil"
"flamprop"
"flamprop-m"
"flazasulfuron"
"flocoumafen"
"flonicamid"
"florasulam"
"fluacrypyrim"
"fluazifop"
"fluazinam"
"flubendiamide"
"flubenzimine"
"flucarbazone-sodium"
"flucetosulfuron"
"fluchloralin"
"flucythrinate"
"fludioxonil"
"fluenetil"
"flufenacet"
"flufenoxuron"
"flumetralin"
"flumetsulam"
"fluometuron"
"fluopicolide"
"fluoroacetamide"
"fluorodifen"
"fluoroglycofen"
"fluoroimide"
"fluoromidine"
"fluotrimazole"
"flupoxam"
"flupropanate"
"flupyrsulfuron-methyl sodium"
"flurecol"
"fluridone"
"flurochloridone"
"fluroxypyr"
"flurprimidol"
"flusilazole"
"flusulfamide"
"fluthiacet"
"fluthiacet-methyl"
"flutolanil"
"flutriafol"
"fluvalinate"
"fluxofenim"
"folpet"
"fomesafen"
"forchlorfenuron"
"formetanate"
"formothion"
"fosamine"
"fosetyl"
"fosmethilan"
"fosthiazate"
"fosthietan"
"fuberidazole"
"fumigant"
"fumigants"
"fungicides"
"fungicides"
"furalaxyl"
"furametpyr"
"furathiocarb"
"furconazole-cis"
"furmecyclox"
"gibberellin a3"
"glufosinate"
"glyphosate"
"glyphosate-isopropylammonium"
"glyphosate-monoammonium"
"glyphosine"
"growth inhibitors retardants"
"growth inhibitors retardants"
"growth stimulators"
"halacrinate"
"halofenozide"
"halosulfuron-methyl"
"haloxydine"
"haloxyfop"
"heptenophos"
"heptopargil"
"hexachloroacetone"
"hexaconazole"
"hexaflumuron"
"hexaflurate"
"hexazinone"
"hexythiazox"
"hydramethylnon"
"hydroprene"
"hymexazol"
"imazamox"
"imazapyr"
"imazaquin"
"imazethapyr"
"imazosulfuron"
"imibenconazole"
"imicyafos"
"imidacloprid"
"imidazolinone herbicides"
"iminoctadine acetate"
"inabenfide"
"indanofan"
"indole-acetate"
"indoxacarb"
"inorganic fungicides"
"inorganic herbicides"
"inorganic rodenticides"
"iodofenphos"
"iodosulfuron-methyl-sodium"
"ioxynil"
"ioxynil octanoate"
"ipazine"
"ipconazole"
"iprobenfos"
"iprodione"
"iprovalicarb"
"isazofos"
"isobenzan"
"isocarbamid"
"isocil"
"isofenphos"
"isomethiozin"
"isonoruron"
"isoprocarb"
"isopropalin"
"isoprothiolane"
"isoproturon"
"isouron"
"isoxaben"
"isoxapyrifop"
"isoxathion"
"juvenile hormone mimics"
"juvenile hormone mimics"
"karbutilate"
"kasugamycin"
"kelevan"
"kinoprene"
"kresoxim-methyl"
"lead arsenate"
"lenacil"
"lufenuron"
"lythidathion"
"malonoben"
"mandipropamid"
"manzeb"
"mcpa-thioethyl"
"mebenil"
"mecarbam"
"mecarbinzid"
"mecarphon"
"mecoprop"
"medinoterb acetate"
"mefenacet"
"mefluidide"
"menazon"
"mepanipyrim"
"mephosfolan"
"mepiquat chloride"
"mepronil"
"mercuric oxide"
"metaflumizone"
"metalaxyl-m"
"metaldehyde"
"metam-sodium"
"metamitron"
"metazachlor"
"metconazole"
"methabenzthiazuron"
"methacrifos"
"methamidophos"
"methasulfocarb"
"methazole"
"methidathion"
"methiuron"
"methoprotryne"
"methoxyfenozide"
"methoxyphenone"
"methyl bromide"
"methyl iodide"
"methyl isothiocyanate"
"methylarsonate"
"methyldymron"
"metiram"
"metobromuron"
"metolachlor"
"metolcarb"
"metominostrobin"
"metosulam"
"metoxuron"
"metribuzin"
"metsulfovax"
"metsulfuron-methyl"
"mgk 264"
"milbemectin"
"mipafox"
"mite growth regulators"
"mite growth regulators"
"molinate"
"molluscacide"
"molluscacide"
"monalide"
"monolinuron"
"monuron"
"monuron-tca"
"morfamquat"
"morpholine fungicides"
"moulting hormone agonists"
"myclobutanil"
"myclozolin"
"diethyl-toluamide"
"n6-delta2-isopentenyl-adenine"
"nabam"
"naphthalene"
"naphthalic anhydride"
"napropamide"
"naptalam"
"neburon"
"nematicides"
"nematicides"
"neonicotinoid insecticides"
"nereistoxin insecticides"
"nicosulfuron"
"nitenpyram"
"nitralin"
"nitrapyrin"
"nitrilacarb"
"nitrile herbicides"
"nitrofen"
"nitrophenol herbicides"
"nitrophenol herbicides"
"nitrothal-isopropyl"
"norbormide"
"norflurazon"
"noruron"
"novaluron"
"noviflumuron"
"nuarimol"
"octhilinone"
"ofurace"
"omethoate"
"organochlorine fungicides"
"organochlorine insecticides"
"organofluorine rodenticides"
"organophosphorus fungicides"
"organophosphorus herbicides"
"organophosphorus insecticides"
"organotin fungicides"
"orysastrobin"
"oryzalin"
"oxabetrinil"
"oxadiazon"
"oxadixyl"
"oxamyl"
"oxapyrazon"
"oxaziclomefone"
"oxine-copper"
"oxpoconazole fumarate"
"oxycarboxin"
"oxydemeton-methyl"
"oxydeprofos"
"oxydisulfoton"
"oxyfluorfen"
"paclobutrazol"
"parafluron"
"parathion-methyl"
"pebulate"
"pefurazoate"
"penconazole"
"pencycuron"
"pendimethalin"
"penoxsulam"
"pentanochlor"
"penthiopyrad"
"pentoxazone"
"perfluidone"
"phenisopham"
"phenkapton"
"phenmedipham"
"phenobenzuron"
"phenothrin"
"phenoxy herbicides"
"phenoxy herbicides"
"phenthoate"
"phenylmercury acetate"
"phenylurea herbicides"
"phenylurea herbicides"
"phosacetim"
"phosalone"
"phosdiphen"
"phosfolan"
"phosphonate"
"phosphoramido insecticides"
"phoxim"
"phthalide"
"pindone"
"piperonyl sulfoxide"
"piperophos"
"piproctanyl"
"pirimicarb"
"pirimiphos-ethyl"
"pirimiphos-methyl"
"potassium cyanate"
"prallethrin"
"pretilachlor"
"primisulfuron"
"probenazole"
"prochloraz"
"procymidone"
"prodiamine"
"profenofos"
"profluralin"
"proglinazine"
"prohydrojasmon"
"promacyl"
"promecarb"
"prometon"
"propachlor"
"propamocarb"
"propamocarb hydrochloride"
"propaphos"
"propaquizafop"
"propargite"
"propazine"
"propetamphos"
"propham"
"propiconazole"
"propineb"
"propyl isome"
"propyzamide"
"prosulfocarb"
"prothiocarb"
"prothioconazole"
"prothiofos"
"prothoate"
"proxan"
"pydanon"
"pymetrozine"
"pyracarbolid"
"pyraclofos"
"pyraclonil"
"pyraclostrobin"
"pyraflufen-ethyl"
"pyrazolate"
"pyrazole herbicides"
"pyrazole insecticides"
